battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,price_range
742,1,2.3,0,0,0,21,0.7,8,1,331,7,1,0,0,0
1143,0,1.2,1,1,1,22,1.0,3,6,1214,16,1,1,0,1
761,1,0.5,0,9,0,3,0.8,7,15,2248,15,1,1,1,2
959,1,1.3,1,0,0,36,0.4,5,14,3073,8,1,1,1,3
772,1,1.2,1,7,1,8,0.6,7,8,422,15,1,0,0,0
1015,1,0.8,0,5,0,12,0.5,3,14,2293,2,0,1,0,1
1824,1,1.9,1,9,1,2,0.7,1,14,3958,19,1,1,0,3
1130,1,0.5,1,1,1,29,0.7,1,14,432,10,1,1,1,0
1183,1,0.5,1,3,1,48,0.1,8,12,1152,3,1,0,0,0
574,1,2.0,1,0,1,26,0.5,6,2,1303,2,1,0,1,0
1472,0,3.0,0,4,1,20,0.3,2,6,797,11,1,1,0,0
1868,1,0.5,0,2,1,40,0.9,8,17,298,17,1,1,0,0
1375,0,2.9,0,2,0,20,0.4,6,7,3847,12,1,0,1,3
881,0,1.0,0,1,0,64,0.5,3,6,2110,6,1,1,1,1
1742,1,0.5,1,5,1,43,0.9,3,7,1921,3,1,1,0,2
1225,0,0.7,1,6,0,60,0.1,2,15,2423,6,1,0,0,2
1970,1,0.5,1,0,1,15,1.0,2,0,1658,20,1,1,1,2
1186,1,0.5,1,2,0,21,0.4,8,4,2361,7,1,0,0,1
1762,0,0.7,0,7,0,60,0.1,4,10,1380,14,1,0,0,1
1731,1,1.4,1,4,1,4,0.5,6,18,3892,4,1,1,1,3
852,0,1.8,1,5,1,8,0.8,5,9,315,20,1,0,0,0
848,1,1.5,1,4,1,36,0.3,4,16,2289,19,1,1,1,1
1575,0,2.5,1,0,1,11,0.2,7,20,2182,17,1,1,0,2
1554,0,2.8,1,7,0,23,0.1,6,18,2184,20,1,0,1,2
1972,1,1.6,0,0,0,48,0.5,8,2,2872,11,1,0,1,3
827,1,0.6,1,9,1,35,0.2,6,17,2367,15,1,0,1,1
1063,0,1.5,0,7,0,3,0.9,4,10,1919,20,1,1,0,1
1695,0,2.3,1,1,0,34,0.4,5,10,3296,14,0,0,0,3
1343,0,2.4,1,5,1,14,0.9,8,10,462,11,1,1,1,0
834,0,0.5,0,2,1,27,0.2,1,16,1591,20,1,1,0,1
595,0,2.6,0,0,1,20,0.4,2,18,1593,2,1,0,1,0
1081,1,1.9,1,13,1,42,0.1,7,17,2456,7,1,0,0,1
911,0,1.4,1,3,0,14,0.7,4,4,2933,11,0,1,0,3
844,0,2.2,1,1,1,22,0.9,7,2,3154,7,1,0,0,3
1335,1,3.0,0,3,0,60,0.8,2,4,3615,9,1,0,0,3
1883,0,1.6,0,9,0,24,0.1,1,16,3563,3,0,0,0,3
1128,1,0.5,1,6,0,33,0.6,8,7,1440,19,1,0,0,1
826,1,2.4,1,14,1,57,0.6,2,17,1907,5,1,0,0,1
1650,0,2.3,0,0,1,38,0.7,1,1,324,2,1,1,1,0
1162,0,1.0,0,0,0,50,0.5,4,10,1404,15,1,1,1,1
1517,0,2.5,0,2,1,8,0.8,4,18,2738,12,1,0,0,2
963,0,0.5,0,1,1,60,0.8,3,3,2722,16,1,0,0,2
1837,0,1.0,1,5,1,12,0.9,8,6,2294,20,1,0,1,3
1028,1,2.8,0,1,1,30,0.1,1,10,1424,13,1,0,1,1
1831,1,2.2,1,4,0,55,1.0,8,9,1133,10,0,1,0,1
571,1,2.0,1,5,1,58,0.6,6,11,555,11,1,0,1,0
1770,1,2.3,0,0,0,9,0.6,6,5,3785,14,1,0,1,3
970,1,1.3,1,5,0,59,0.2,7,19,3675,12,0,0,0,3
642,1,0.5,0,0,1,38,0.8,5,10,435,2,1,1,0,0
622,1,1.9,1,12,0,11,0.8,8,14,3183,4,1,1,1,2
600,1,1.8,0,9,1,6,0.8,2,15,3495,7,1,1,0,2
1412,0,0.6,0,9,0,57,0.2,3,10,1853,18,0,0,1,1
733,0,0.8,0,7,0,16,0.4,4,12,2648,19,1,1,0,2
1070,1,3.0,0,9,0,19,0.8,7,16,2647,20,0,1,0,2
875,1,0.7,1,1,0,30,0.7,8,8,702,15,1,1,1,0
1994,1,0.7,0,5,0,5,0.4,2,7,1836,18,1,0,0,2
823,0,1.0,1,9,1,18,0.2,5,16,3894,9,1,1,0,3
1908,0,0.5,0,9,1,30,1.0,2,19,2944,17,1,0,1,3
790,0,0.5,1,7,1,44,0.1,8,8,3424,9,1,1,0,3
1330,1,1.8,1,1,0,40,0.5,1,5,2678,14,1,1,1,2
1660,0,0.5,0,2,1,15,0.7,8,8,2424,9,1,1,0,2
1776,0,2.2,0,2,0,20,0.9,6,16,2671,12,0,1,1,3
1611,0,0.5,1,4,1,27,0.9,1,10,3078,6,1,0,1,2
1410,1,0.5,1,0,1,15,0.3,3,1,2304,18,1,1,0,2
1772,1,1.6,0,17,1,45,0.5,2,18,1146,17,1,1,0,1
1280,1,1.3,0,0,1,39,1.0,7,1,2335,2,1,0,1,1
1712,1,0.9,1,2,0,23,1.0,7,19,1422,15,1,1,0,1
1562,1,0.7,0,0,0,55,0.1,8,1,2096,3,0,0,0,2
891,0,1.9,1,1,1,18,0.1,6,3,1303,4,1,1,1,0
1957,0,1.2,1,18,1,36,0.8,2,19,1115,18,1,0,1,1
1110,0,0.6,0,1,0,42,0.9,5,2,456,18,1,1,0,0
875,1,1.4,1,1,1,43,0.6,8,3,3396,18,1,0,0,3
1211,1,1.2,0,0,0,28,0.3,2,3,2750,14,0,1,0,2
769,0,0.5,1,12,1,54,0.2,4,19,941,20,1,0,1,0
671,0,2.9,0,7,1,2,0.1,6,19,2278,2,1,0,0,2
1872,0,0.5,0,5,1,26,0.5,4,10,2273,8,1,0,1,2
1076,0,2.3,1,0,1,14,0.7,5,0,2355,2,1,1,1,2
1325,0,1.9,0,2,0,50,0.1,1,10,2328,2,1,0,0,2
911,1,2.2,1,1,1,28,0.5,2,2,2638,13,1,1,1,1
1273,1,0.7,0,1,0,23,0.6,6,14,558,13,1,0,0,0
1062,0,0.5,0,3,1,39,0.9,4,4,1345,11,1,0,1,0
1317,0,1.5,0,6,0,12,0.1,2,9,425,11,1,1,1,0
940,0,2.9,0,0,0,16,0.7,4,1,2192,9,1,1,1,1
729,1,2.0,0,0,0,14,0.6,6,2,3397,17,1,0,1,2
1494,0,2.4,0,6,1,3,0.9,7,17,1208,17,1,1,0,1
1546,1,1.6,1,2,1,27,0.7,2,6,267,16,1,1,0,0
1253,0,0.7,0,0,1,34,0.9,4,10,3518,8,1,1,1,3
895,0,0.5,1,6,0,16,0.3,8,14,3122,4,0,0,1,2
793,1,1.9,1,0,1,43,0.3,8,2,1050,3,1,1,1,0
1628,1,1.8,1,11,0,56,0.1,2,13,3358,12,1,1,1,3
625,0,2.7,1,2,0,42,0.8,8,3,2929,17,1,0,0,2
1110,0,1.5,0,2,1,12,0.3,8,5,624,15,1,0,0,0
999,0,1.7,0,6,0,49,0.6,1,17,1598,8,0,1,0,1
1856,0,0.5,1,0,1,24,0.1,5,1,2052,10,1,1,0,2
1715,0,2.6,1,9,1,15,0.6,6,20,1249,4,1,1,0,1
1897,1,1.9,0,2,1,54,0.3,2,7,412,2,1,0,0,0
1202,1,2.4,1,0,0,19,0.1,2,1,595,3,0,0,0,0
1171,1,1.7,1,2,0,19,0.3,7,19,263,8,0,0,0,0
964,0,2.0,0,0,1,22,0.7,8,0,2577,5,1,1,0,2
1973,1,2.4,1,6,0,46,0.1,4,10,639,3,0,0,1,0
1992,1,0.6,1,11,0,2,0.1,1,14,3206,10,1,1,0,3
546,1,2.6,1,5,0,26,1.0,5,15,1550,3,0,1,0,1
1093,0,0.5,0,1,1,31,0.6,2,12,1646,6,1,1,0,1
1880,1,2.0,0,11,0,35,0.1,4,14,1930,15,0,1,0,2
1765,0,1.1,0,3,0,11,0.7,2,7,3695,18,1,0,0,3
1640,0,0.5,1,1,1,36,0.9,8,11,3235,10,1,0,1,3
1830,0,0.5,0,0,0,7,0.9,6,12,2334,14,0,1,0,2
826,0,0.6,0,3,0,62,0.7,4,19,1998,17,0,0,0,1
1864,0,2.2,0,0,1,7,0.1,1,2,2258,10,1,0,0,2
586,1,0.6,0,16,1,42,0.3,7,17,1869,7,1,1,1,1
1206,0,3.0,1,10,1,30,0.6,3,13,1825,4,1,0,1,2
832,1,0.5,1,1,1,5,0.1,5,2,3946,14,1,1,1,3
848,1,2.8,0,1,0,8,0.1,7,3,436,15,1,1,1,0
1851,0,2.9,0,0,0,53,0.7,6,2,2678,8,1,0,0,2
1166,1,0.5,0,7,0,59,0.5,1,11,3887,7,1,0,1,3
1776,1,2.1,1,10,0,35,0.1,4,16,1813,20,1,1,1,1
1254,1,1.2,0,2,1,27,0.2,2,10,817,16,1,1,1,0
1494,0,1.6,1,4,1,24,0.2,1,17,3614,9,1,0,0,3
984,1,2.2,1,0,1,39,0.5,8,18,2013,16,1,1,0,1
1179,1,0.8,0,1,0,5,0.9,5,17,543,18,0,0,1,0
513,0,1.9,0,8,0,27,0.4,8,13,3400,13,0,1,1,2
557,0,0.5,1,3,0,17,0.2,6,4,2623,16,0,0,0,1
744,0,1.7,1,0,1,33,0.5,4,2,2700,19,1,0,0,2
1129,1,0.8,1,9,1,21,0.6,2,10,1400,13,1,1,0,1
1148,0,2.3,1,0,1,58,0.3,5,20,3127,11,1,0,0,2
1793,0,2.7,0,12,1,44,0.7,5,17,2803,6,1,1,1,3
1310,0,2.3,1,3,0,15,0.2,5,11,2518,5,0,1,1,2
1604,0,1.2,0,1,0,6,0.5,6,15,3564,2,1,1,0,3
1676,0,1.6,0,2,0,37,0.2,1,3,2515,4,1,0,1,2
1001,0,2.8,1,1,0,40,0.2,3,7,3654,10,1,1,1,3
1086,0,2.7,0,0,1,24,0.1,8,19,3930,18,1,1,1,3
1986,1,0.5,1,7,1,39,0.1,7,19,3476,17,1,1,0,3
634,1,0.8,0,5,0,41,0.2,1,12,3242,4,1,0,1,3
502,0,0.8,0,7,0,52,1.0,6,8,2666,20,1,1,0,2
1641,0,1.1,0,6,0,48,0.7,8,7,1695,17,1,0,1,2
623,0,1.4,1,0,1,15,0.2,3,1,3510,18,1,0,1,2
962,1,1.1,1,3,0,17,0.1,8,20,3438,20,0,0,0,3
1057,1,2.7,0,3,1,41,0.1,4,10,2033,2,1,1,0,1
1862,0,1.5,0,1,0,62,1.0,1,2,1017,9,1,0,0,1
555,1,3.0,1,5,1,38,0.8,2,10,1686,8,1,0,1,1
1000,0,2.7,0,1,1,58,1.0,5,12,862,20,1,0,0,0
841,0,0.5,0,6,1,11,0.3,5,14,957,11,1,1,0,0
865,0,2.9,0,5,0,16,0.1,4,12,3494,14,0,0,1,3
999,0,2.6,1,11,1,56,1.0,4,13,3083,11,1,1,1,2
1232,0,1.2,0,12,0,30,0.9,6,14,1656,15,1,1,1,1
1194,0,2.3,0,6,1,34,0.2,2,12,313,19,1,1,0,0
612,1,0.5,1,1,1,20,0.8,8,6,3282,18,1,1,1,3
1362,1,2.9,0,0,0,47,0.5,6,4,3629,5,0,1,1,3
1469,0,1.7,1,11,1,44,0.5,2,14,1687,5,1,1,1,1
986,1,0.8,0,13,1,28,0.8,4,20,1149,18,1,1,0,0
1843,0,2.8,0,1,1,62,0.8,3,7,3899,6,1,0,1,3
1561,0,0.5,1,10,1,4,0.5,2,13,1783,10,1,1,0,2
1695,1,0.5,1,2,1,47,0.5,5,13,1629,11,1,1,0,1
667,0,2.6,1,3,0,8,0.8,1,7,2528,8,0,1,0,2
1768,1,2.0,0,0,1,2,0.8,7,2,3256,5,1,1,0,3
1269,1,2.8,1,16,0,41,1.0,8,17,2341,16,0,0,1,2
1109,1,2.8,1,6,0,57,0.9,1,12,2785,16,1,0,0,2
936,0,0.5,1,14,1,14,0.1,3,17,3761,12,1,0,0,3
1713,1,2.0,0,9,1,5,0.7,6,16,1513,2,1,0,1,1
1175,1,1.7,1,1,1,45,0.6,2,7,2240,5,1,1,0,1
1940,1,1.0,1,0,1,5,0.2,4,1,820,3,1,1,1,1
855,1,0.5,0,2,1,59,0.5,2,3,1875,8,1,1,1,1
771,1,0.5,1,0,1,33,0.1,3,17,920,10,1,1,1,0
645,0,2.5,0,10,1,63,1.0,4,14,3615,13,1,0,1,2
1307,0,1.8,0,2,0,7,0.6,7,3,1412,5,0,0,1,1
1948,0,2.9,1,4,0,5,0.2,1,13,361,10,0,1,0,0
1509,0,0.6,1,5,0,50,0.3,4,8,1540,3,1,1,0,1
626,1,2.8,1,3,1,11,0.8,2,9,1077,4,1,0,1,0
1190,0,2.0,1,0,0,40,0.2,5,1,3610,9,0,0,1,3
1727,1,2.1,1,10,0,57,0.3,6,18,512,6,0,0,0,0
1670,1,3.0,0,14,0,62,0.5,8,20,3024,20,0,0,1,3
1150,1,0.5,1,4,1,27,1.0,1,17,1610,16,1,0,0,1
1208,0,2.9,0,5,1,16,1.0,1,19,2201,12,1,0,0,1
1812,1,1.3,1,4,1,42,1.0,7,15,3338,11,1,1,1,3
770,1,1.5,1,6,0,61,0.2,4,9,3473,4,0,0,1,3
1559,1,1.3,1,10,1,10,0.3,8,17,2203,15,1,1,1,1
1902,0,0.5,0,10,0,13,0.2,4,11,940,15,1,1,0,1
1751,0,2.5,0,1,0,4,0.6,8,9,1155,12,0,1,1,1
1416,1,1.8,1,0,0,20,0.1,4,0,3872,7,0,0,1,3
1288,0,0.5,1,3,1,61,0.2,6,6,1882,10,1,0,1,2
1003,1,2.9,0,16,1,16,0.6,8,19,1798,10,1,0,0,1
1715,1,0.5,1,1,1,18,0.1,6,3,2598,3,1,0,0,3
1967,0,0.5,0,0,1,46,0.6,1,7,1567,7,1,1,0,1
962,0,1.0,1,14,0,2,0.9,1,20,1491,14,1,0,0,1
1487,0,1.5,0,5,1,42,0.8,2,7,2003,3,1,0,0,2
1569,1,1.6,1,4,1,54,0.9,4,6,3905,4,1,0,0,3
1146,0,3.0,0,5,1,57,0.4,5,10,291,11,1,1,1,0
1379,1,1.5,0,6,1,9,0.8,8,13,1693,18,1,0,1,1
1504,0,1.9,1,7,1,25,0.3,4,9,1788,13,1,0,1,1
1945,0,1.2,0,3,0,26,0.7,6,5,3322,20,0,0,1,3
1630,1,2.8,1,0,1,32,0.9,6,1,1751,20,1,0,1,2
1125,1,2.7,0,10,0,23,0.4,1,14,1641,12,1,1,0,1
614,1,0.7,0,4,1,51,0.1,7,7,2854,12,1,0,1,2
854,0,1.0,0,5,1,17,0.9,4,9,3115,2,1,0,0,2
1470,1,1.7,1,6,0,45,0.1,1,9,3259,14,1,0,1,3
1826,1,0.5,1,5,1,49,0.6,8,6,1612,17,1,1,0,2
807,1,0.5,1,0,0,37,0.2,4,0,2319,4,0,0,0,1
1996,1,2.8,1,0,1,7,0.1,5,4,1258,16,1,0,0,1
1083,1,2.0,0,3,0,41,0.7,5,5,1543,10,0,0,1,1
1035,0,0.5,1,14,1,49,0.3,2,15,3991,19,1,0,0,3
1521,1,1.6,0,5,1,62,0.3,1,9,3555,19,1,0,0,3
1314,1,2.8,1,13,1,5,1.0,4,18,3411,18,1,0,0,3
535,0,1.9,0,5,0,24,0.2,8,19,524,4,0,0,0,0
673,1,1.9,0,13,1,35,0.4,6,14,3541,4,1,0,1,3
1219,0,1.6,1,5,0,4,0.3,6,7,1998,4,0,0,0,2
1606,1,0.5,1,0,1,33,0.9,5,0,3437,2,1,0,0,3
1603,1,0.5,1,1,1,17,0.5,2,8,1637,11,1,0,1,1
1958,0,0.5,0,6,1,52,0.4,1,14,3064,3,1,0,0,3
695,0,0.5,0,18,1,12,0.6,2,19,2855,7,1,1,1,2
1441,0,0.6,1,0,1,53,0.5,1,12,1393,4,1,1,1,1
1470,0,2.2,1,4,1,33,0.4,7,10,1633,4,1,0,0,2
1890,0,1.1,0,4,1,48,0.5,4,5,2392,15,1,0,1,3
1152,1,2.1,1,0,1,26,0.3,2,0,3284,8,1,0,1,3
1619,1,0.9,0,3,0,20,0.9,6,9,464,16,1,0,1,0
1002,1,1.8,0,1,0,45,0.7,7,7,1234,18,1,1,0,0
742,1,0.5,0,0,1,36,0.7,3,1,292,6,1,1,1,0
1306,1,2.1,1,2,1,33,0.4,3,9,2521,16,1,0,0,2
1424,1,2.9,1,0,0,20,0.6,5,0,2658,19,1,0,0,2
942,0,1.4,1,8,0,27,0.5,4,9,587,13,0,1,1,0
1934,1,2.7,0,8,1,2,0.1,4,16,2190,9,1,0,1,2
1290,1,1.4,1,19,1,35,0.3,4,20,879,8,1,0,0,0
930,0,2.1,1,0,0,54,0.9,1,13,1743,9,0,1,0,2
1699,1,0.5,0,16,0,21,0.1,4,20,1181,18,1,1,0,1
1849,1,0.5,0,1,0,29,0.5,7,12,3330,15,1,0,1,3
1922,0,0.5,0,15,1,42,0.6,8,16,3564,17,1,0,0,3
548,0,1.0,1,0,1,56,0.4,4,14,562,8,1,1,1,0
916,1,0.5,0,0,1,47,0.2,4,1,1659,11,1,1,0,1
1783,1,0.5,0,8,0,14,0.6,8,11,1816,7,0,0,1,2
1083,1,1.4,1,2,1,49,0.8,5,9,1338,5,1,1,1,0
1698,0,2.8,0,10,1,7,0.8,8,12,2992,17,1,1,0,2
1969,0,0.8,1,5,1,7,0.2,8,20,315,7,1,1,0,0
869,0,1.9,0,0,0,2,0.6,7,3,3249,12,0,0,1,2
1337,1,2.7,1,0,0,5,0.7,4,1,3242,20,0,1,0,2
637,1,0.8,1,2,0,28,0.6,4,6,2725,7,0,0,0,2
833,1,0.6,1,0,1,27,0.3,4,2,586,19,1,0,1,0
1248,0,2.4,0,6,1,9,0.4,3,8,2454,13,1,1,0,2
1174,1,0.9,0,7,0,30,1.0,4,20,804,16,0,1,1,0
1831,1,2.3,0,3,1,44,0.2,7,14,2460,18,1,0,0,2
1002,0,2.6,1,7,0,27,0.1,1,10,1295,17,1,0,1,0
1010,1,2.0,1,2,1,8,0.9,5,3,2625,12,1,1,0,2
1117,1,0.5,1,2,0,21,0.1,2,19,1999,2,1,0,1,1
990,1,2.7,1,3,0,15,0.9,2,7,2698,6,1,0,0,2
1564,0,1.4,0,5,1,26,0.1,6,16,3742,13,1,1,0,3
1065,0,2.8,1,0,1,21,0.1,5,3,1193,20,1,0,1,1
1982,0,1.1,0,12,0,24,0.1,7,16,3511,15,1,1,1,3
1607,0,1.1,1,6,1,20,1.0,2,8,885,14,1,1,0,0
1066,0,3.0,1,6,1,5,0.5,5,7,1044,11,1,0,0,0
681,0,0.5,1,12,1,17,0.9,5,19,2548,5,1,0,1,2
1163,1,2.1,1,0,1,19,0.9,2,1,2940,15,1,0,1,2
1285,0,0.8,1,4,1,11,0.8,5,7,3966,2,1,1,1,3
753,1,0.5,0,11,1,48,0.1,8,20,3484,16,1,0,0,3
1779,1,2.6,1,2,0,5,0.8,1,3,1246,20,0,1,0,1
987,1,1.9,0,4,1,52,0.5,3,8,2757,15,1,1,0,2
511,0,0.9,1,15,1,24,0.6,3,18,2378,4,1,0,0,1
1044,0,1.8,0,4,1,12,0.7,6,5,1794,19,1,1,1,1
1855,0,0.5,0,5,0,32,0.6,8,18,3933,7,1,0,1,3
946,1,1.4,0,9,0,26,0.1,6,10,1637,6,1,0,1,0
657,1,1.9,1,2,0,21,0.1,8,8,783,11,1,1,0,0
1673,1,1.6,0,2,0,42,0.5,5,6,3094,20,0,0,0,2
731,1,0.5,1,0,1,28,0.5,8,0,1774,10,1,0,0,1
926,1,0.8,0,6,1,59,0.8,7,14,256,2,1,0,1,0
1261,0,0.5,0,3,1,52,0.3,2,9,1365,16,1,0,1,1
618,0,1.1,0,11,1,45,0.2,3,20,2339,10,1,1,0,2
936,1,2.3,0,5,1,57,0.2,2,6,2049,5,1,1,0,1
1485,1,0.9,1,0,1,28,0.8,5,1,3241,11,1,1,0,3
1339,1,0.5,1,10,1,21,0.5,4,11,867,3,1,1,0,0
508,1,1.3,0,1,0,50,0.7,5,9,2175,14,0,0,1,1
1938,1,0.5,1,5,0,44,0.5,2,9,3497,18,0,1,0,3
995,0,1.3,1,1,0,10,0.1,4,3,609,5,1,0,1,0
1086,1,1.7,1,0,1,43,0.2,6,1,3285,17,1,1,0,2
1322,0,2.3,1,1,1,35,0.1,1,3,3684,6,1,0,0,3
1864,0,1.9,1,2,0,57,0.1,6,6,3586,8,0,0,1,3
1944,1,0.5,0,1,1,26,0.5,4,9,2322,7,1,0,1,2
581,0,0.6,0,5,1,56,0.2,2,10,354,13,1,1,1,0
1020,1,0.7,1,3,1,27,0.7,4,4,3204,9,1,0,1,3
1936,0,1.3,0,2,0,44,0.1,3,3,1400,3,0,0,1,1
1329,1,1.7,0,5,1,23,0.6,8,6,2308,9,1,1,0,1
808,1,0.5,1,3,0,46,0.5,8,15,1082,10,1,0,1,0
994,0,1.2,1,4,0,40,0.9,2,17,3104,11,0,0,0,2
1811,1,2.0,0,3,1,22,0.2,2,8,2847,4,1,0,1,2
765,1,2.5,0,3,0,44,0.3,8,11,2256,19,0,1,1,2
993,1,2.3,1,0,0,16,0.4,7,13,1113,6,0,0,1,0
1136,1,1.6,0,15,0,32,0.5,6,19,3210,8,1,1,1,3
719,1,0.5,1,0,1,23,0.4,6,9,3990,12,1,1,1,3
733,1,0.6,1,0,0,63,0.3,7,10,984,9,1,0,1,0
1946,0,2.7,1,8,0,8,0.3,8,19,3117,2,1,0,0,3
1230,1,1.6,0,0,1,48,0.7,7,2,1622,16,1,1,1,2
1577,0,1.0,1,0,1,64,0.1,3,7,2967,7,1,1,1,3
1514,1,1.4,0,3,1,12,0.6,3,4,1037,15,1,0,1,0
579,1,2.5,0,3,0,7,1.0,8,10,2908,11,0,0,1,2
574,1,3.0,0,1,1,30,0.9,2,3,1167,19,1,0,0,0
1072,1,2.2,1,6,0,19,0.4,8,16,2715,16,0,1,0,2
843,0,1.3,1,1,0,16,0.9,7,4,1734,14,0,0,1,1
1492,1,1.5,0,5,0,11,0.9,3,7,2259,19,0,1,1,3
1807,1,2.9,0,0,0,16,0.2,3,0,2921,17,0,1,0,3
909,1,0.7,1,7,0,47,0.1,3,9,1244,16,0,1,0,0
1876,0,1.3,1,9,1,64,1.0,3,19,3132,2,1,1,1,3
1436,1,2.4,1,3,1,23,0.3,5,4,2488,8,1,0,0,2
1251,0,0.5,1,10,1,29,0.7,6,16,1052,11,1,0,0,0
636,0,0.5,0,8,1,28,0.9,2,15,2927,3,1,0,0,2
1354,1,0.7,1,3,1,26,0.5,4,6,2090,13,1,1,0,1
930,1,0.5,1,3,1,34,0.5,4,16,2131,6,1,0,1,2
1830,1,1.0,0,7,1,47,0.3,1,11,3362,11,1,0,0,3
1424,0,0.5,1,16,1,23,0.6,4,18,1053,16,1,1,1,1
583,1,0.9,1,1,0,51,0.9,8,2,1799,7,0,1,0,1
648,1,0.5,1,9,1,54,0.4,5,20,3124,13,1,0,0,3
1203,1,0.5,1,0,1,11,0.9,2,12,1672,19,1,1,0,0
1777,0,2.2,1,0,0,15,0.2,4,7,1552,10,1,1,0,1
1299,1,2.8,1,0,0,64,0.5,6,6,1938,5,1,0,1,1
1494,0,1.9,0,2,1,47,0.4,2,9,3202,14,1,0,0,3
527,0,0.7,1,4,0,53,0.9,1,11,1302,13,0,0,0,0
793,1,2.8,1,1,1,64,0.4,4,2,2296,5,1,1,0,1
873,1,0.5,1,6,0,8,0.6,7,9,575,7,1,0,1,0
722,0,1.1,0,12,0,12,1.0,6,20,2359,3,0,0,0,1
1250,1,1.5,0,14,1,20,0.4,5,18,3314,6,1,1,1,2
1358,0,1.7,0,0,0,60,0.6,3,1,440,13,1,0,0,0
1035,1,1.9,1,8,0,11,1.0,6,10,2002,5,1,1,0,1
1289,0,0.8,1,3,1,16,0.9,6,17,3167,20,1,1,0,3
1445,0,2.2,1,2,0,37,0.4,2,6,3480,17,1,1,1,3
1702,1,2.3,1,12,1,47,0.6,2,19,595,19,1,0,1,1
534,0,0.5,1,4,0,2,0.2,5,16,2466,18,0,1,1,2
628,1,1.8,0,5,0,60,0.2,6,6,1337,14,0,1,0,1
713,0,1.4,1,4,0,53,0.8,1,17,1462,13,1,0,1,0
1207,0,0.5,0,0,0,58,0.3,8,0,503,5,1,1,0,0
683,1,2.1,0,7,0,30,0.1,7,8,2066,15,0,0,0,1
594,1,2.6,0,1,0,27,0.1,5,2,708,17,0,1,1,0
537,1,2.0,0,1,1,55,0.3,7,2,2029,12,1,1,1,1
1565,1,0.5,0,0,0,38,0.1,5,1,308,7,1,1,1,0
1052,0,0.9,0,1,0,6,0.8,4,16,552,11,0,0,1,0
713,0,1.6,0,4,1,63,0.7,2,8,2082,12,1,0,0,1
1766,1,0.5,1,1,0,16,0.6,5,7,3314,17,0,0,1,3
584,1,1.7,1,1,1,19,0.4,4,4,3996,17,1,1,1,3
1541,1,1.5,1,6,1,5,0.5,4,10,1795,4,1,1,1,1
837,0,2.4,1,1,0,51,0.2,5,15,594,20,1,0,1,0
935,1,0.5,1,3,1,58,0.1,5,12,2473,9,1,0,1,2
665,1,0.7,0,0,1,31,0.1,5,2,690,15,1,0,0,0
680,1,2.4,0,13,1,34,0.4,2,17,3845,4,1,1,1,3
877,0,1.5,1,0,1,17,0.1,7,0,2004,9,1,1,1,1
1493,0,1.5,1,13,0,53,0.5,5,16,2083,20,0,1,1,2
1762,0,0.6,0,3,1,26,0.1,6,14,2661,4,1,1,0,2
842,1,1.8,1,4,0,57,1.0,3,10,1903,14,0,1,0,1
925,1,2.1,0,9,0,56,0.2,1,14,2466,5,1,0,0,2
1692,0,2.1,0,4,1,2,0.9,1,17,3779,7,1,1,1,3
1576,1,2.2,0,8,0,5,0.7,3,17,3904,7,1,1,1,3
1065,0,1.7,1,4,1,48,0.3,6,8,265,12,1,0,0,0
958,1,1.6,0,9,1,60,0.4,1,12,1417,19,1,0,1,0
623,1,0.8,0,6,1,26,0.3,7,12,1769,16,1,0,0,1
897,0,1.4,1,1,0,17,0.4,1,2,2948,5,0,0,1,2
1110,0,1.5,0,4,1,41,0.1,3,16,2572,16,1,0,1,2
616,1,2.2,0,3,1,21,0.8,7,4,3267,19,1,0,0,2
1680,1,1.2,1,6,1,37,0.7,4,7,1459,2,1,1,0,1
1715,0,1.3,0,0,1,12,0.3,8,6,1633,5,1,1,1,2
983,0,0.6,1,0,1,45,0.1,4,11,2052,6,1,0,1,1
720,1,0.9,1,12,1,14,0.8,4,14,1086,3,1,1,0,0
1660,0,0.6,0,2,1,24,0.8,2,3,2402,14,1,1,1,2
1564,0,1.5,1,1,0,42,0.7,2,2,3376,7,0,1,0,3
592,0,0.8,1,1,0,52,0.9,7,10,1507,4,0,0,1,0
969,0,1.8,1,2,1,44,0.6,3,7,641,8,1,0,1,0
1356,1,0.5,1,0,0,35,0.8,1,19,3451,17,1,1,1,3
504,1,1.0,0,8,0,14,0.5,7,9,1607,10,1,1,1,0
1546,1,0.5,1,3,1,6,0.2,1,4,3521,9,1,0,0,3
689,0,2.9,1,3,1,7,0.8,2,6,1241,16,1,0,0,0
1685,0,0.6,0,14,0,16,0.6,7,15,881,17,0,1,1,0
1792,1,1.0,0,3,1,62,0.3,7,8,2563,15,1,0,1,3
1786,0,1.2,0,11,0,61,0.1,3,14,3033,17,0,1,0,3
1944,0,0.6,1,9,1,59,0.2,7,10,769,3,1,0,1,0
1077,1,2.5,0,13,1,49,0.6,4,14,3454,2,1,0,1,3
648,1,1.8,0,1,1,60,0.1,4,4,819,4,1,0,0,0
1702,1,0.5,1,8,0,2,0.6,6,19,435,3,0,1,1,0
1571,0,2.9,0,1,0,30,0.9,7,3,586,4,0,1,1,0
856,1,1.1,1,14,1,19,0.7,6,19,650,10,1,0,1,0
